#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_3099716 flag=1 multi=3.0000 len=546	0.5495	546	0.4762	44.3223	242	1	1	0.4800	0	0.68
k127_3099843 flag=1 multi=4.0000 len=662	6.5967	662	0.3746	100.0000	662	15	15	0.3945	8	3.14
k127_3100130 flag=1 multi=2.0000 len=604	0.0000	604	0.3957	0.0000	0	0	0	0.0000	0	0.00
k127_3101248 flag=1 multi=5.0000 len=484	0.0000	484	0.4236	0.0000	0	0	0	0.0000	0	0.00
k127_3101406 flag=1 multi=7.0000 len=1182	0.0000	1182	0.3875	0.0000	0	0	0	0.0000	0	0.00
k127_3101617 flag=1 multi=2.0000 len=410	0.0000	410	0.4683	0.0000	0	0	0	0.0000	0	0.00
k127_3102328 flag=1 multi=2.0000 len=309	0.0000	309	0.3528	0.0000	0	0	0	0.0000	0	0.00
k127_3102385 flag=1 multi=7.0000 len=384	0.0000	384	0.3724	0.0000	0	0	0	0.0000	0	0.00
k127_3102419 flag=1 multi=4.0000 len=488	1.1475	488	0.3361	78.0738	381	2	2	0.3286	1	0.75
k127_3102999 flag=1 multi=19.7829 len=1790	19.3687	1790	0.5190	100.0000	1790	120	120	0.5301	18	11.00
k127_3103034 flag=1 multi=4.0000 len=386	0.0000	386	0.2979	0.0000	0	0	0	0.0000	0	0.00
k127_3103119 flag=1 multi=2.0000 len=416	0.0000	416	0.4207	0.0000	0	0	0	0.0000	0	0.00
k127_3103591 flag=1 multi=3.0000 len=371	1.9596	371	0.4528	69.5418	258	3	3	0.4182	2	1.82
k127_3104296 flag=1 multi=13.0000 len=2737	0.0000	2737	0.5243	0.0000	0	0	0	0.0000	0	0.00
k127_3104315 flag=1 multi=16.0000 len=1171	0.0000	1171	0.5892	0.0000	0	0	0	0.0000	0	0.00
k127_3104552 flag=1 multi=5.0000 len=693	0.0000	693	0.4603	0.0000	0	0	0	0.0000	0	0.00
k127_3104646 flag=1 multi=1.0000 len=341	1.3196	341	0.4985	100.0000	341	2	1	0.4956	1	0.47
k127_3104813 flag=1 multi=10.0000 len=408	0.0000	408	0.5368	0.0000	0	0	0	0.0000	0	0.00
k127_3104875 flag=1 multi=7.0000 len=386	5.9482	386	0.3264	100.0000	386	8	8	0.3210	6	3.64
k127_3105978 flag=1 multi=4.0000 len=506	0.0000	506	0.3834	0.0000	0	0	0	0.0000	0	0.00
k127_3107410 flag=1 multi=3.0000 len=411	0.0000	411	0.3187	0.0000	0	0	0	0.0000	0	0.00
k127_3108632 flag=1 multi=1.0000 len=338	0.0000	338	0.4083	0.0000	0	0	0	0.0000	0	0.00
k127_3108920 flag=1 multi=4.0000 len=608	4.0362	608	0.4359	100.0000	608	8	9	0.4535	3	2.47
k127_3109307 flag=1 multi=3.0000 len=467	0.0000	467	0.3084	0.0000	0	0	0	0.0000	0	0.00
k127_3109484 flag=0 multi=91.6383 len=655	0.0000	655	0.5145	0.0000	0	0	0	0.0000	0	0.00
k127_3109931 flag=1 multi=9.0000 len=1865	0.0000	1865	0.3689	0.0000	0	0	0	0.0000	0	0.00
k127_3110008 flag=1 multi=3.0000 len=644	3.6460	644	0.5342	93.4783	602	8	8	0.5345	4	2.04
k127_3110414 flag=1 multi=3.0000 len=354	4.2175	354	0.4153	100.0000	354	4	6	0.4233	5	1.80
k127_3110444 flag=1 multi=7.0000 len=1140	0.0000	1140	0.4535	0.0000	0	0	0	0.0000	0	0.00
k127_3110619 flag=1 multi=4.0000 len=559	6.0769	559	0.5098	93.2021	521	11	13	0.5023	5	3.41
k127_3110826 flag=1 multi=3.0000 len=308	0.0000	308	0.3571	0.0000	0	0	0	0.0000	0	0.00
k127_3111223 flag=1 multi=2.0000 len=369	0.0000	369	0.5149	0.0000	0	0	0	0.0000	0	0.00
k127_3113283 flag=1 multi=4.0000 len=1260	0.0000	1260	0.3286	0.0000	0	0	0	0.0000	0	0.00
k127_3113296 flag=1 multi=2.0000 len=642	1.5888	642	0.5171	78.1931	502	3	4	0.5000	1	1.28
k127_3113341 flag=1 multi=3.0000 len=536	1.4459	536	0.5522	32.0896	172	3	3	0.5738	0	2.44
k127_3113770 flag=1 multi=32.0000 len=3913	0.0000	3913	0.5037	0.0000	0	0	0	0.0000	0	0.00
k127_3114403 flag=1 multi=3.0000 len=602	3.6661	602	0.5797	100.0000	602	7	8	0.5718	4	1.73
k127_3115522 flag=1 multi=1.0000 len=728	1123.4959	728	0.3805	100.0000	728	3420	2178	0.3469	75	1830.58
k127_3115725 flag=1 multi=15.7548 len=3389	0.5072	3389	0.3963	27.6188	936	5	7	0.3810	0	1.02
k127_3116315 flag=1 multi=10.0000 len=2866	0.0000	2866	0.5670	0.0000	0	0	0	0.0000	0	0.00
k127_3117069 flag=1 multi=5.0000 len=906	0.0000	906	0.4327	0.0000	0	0	0	0.0000	0	0.00
k127_3117831 flag=1 multi=3.0000 len=461	2.8959	461	0.4946	100.0000	461	5	4	0.4936	3	1.50
k127_3117974 flag=1 multi=9.0000 len=1074	0.0000	1074	0.3641	0.0000	0	0	0	0.0000	0	0.00
k127_3118241 flag=1 multi=69.0000 len=2622	0.0000	2622	0.3684	0.0000	0	0	0	0.0000	0	0.00
k127_3119917 flag=1 multi=5.0000 len=749	3.9439	749	0.5180	98.1308	735	10	10	0.5323	2	2.82
k127_3120106 flag=1 multi=1.0000 len=729	0.0000	729	0.3759	0.0000	0	0	0	0.0000	0	0.00
k127_3120490 flag=1 multi=1.0000 len=322	31.9907	322	0.5124	81.3665	262	29	41	0.5711	26	26.06
k127_3120810 flag=1 multi=7.0000 len=3581	0.0000	3581	0.4987	0.0000	0	0	0	0.0000	0	0.00
k127_3120855 flag=1 multi=12.0000 len=467	2.6895	467	0.3555	92.5054	432	5	5	0.3744	2	2.26
k127_3121585 flag=1 multi=8.0000 len=481	0.0000	481	0.4657	0.0000	0	0	0	0.0000	0	0.00
k127_3126063 flag=1 multi=5.0000 len=642	4.7321	642	0.4891	95.1713	611	12	9	0.4778	4	3.24
k127_3126772 flag=0 multi=100.6144 len=363	0.0000	363	0.4738	0.0000	0	0	0	0.0000	0	0.00
k127_3128132 flag=1 multi=2.0000 len=408	2.7304	408	0.4804	100.0000	408	4	4	0.4695	3	0.96
k127_3128264 flag=1 multi=3.0000 len=845	0.0000	845	0.6592	0.0000	0	0	0	0.0000	0	0.00
k127_3128428 flag=1 multi=1.0000 len=383	0.7833	383	0.3681	52.2193	200	1	1	0.3600	1	0.83
k127_3128506 flag=1 multi=6.0000 len=863	0.0000	863	0.4983	0.0000	0	0	0	0.0000	0	0.00
k127_3128697 flag=1 multi=3.0000 len=346	0.0000	346	0.4769	0.0000	0	0	0	0.0000	0	0.00
k127_3129002 flag=1 multi=4.0000 len=1683	4.8919	1683	0.3969	100.0000	1683	28	28	0.3991	4	2.95
k127_3129075 flag=1 multi=12.0000 len=553	0.0000	553	0.5353	0.0000	0	0	0	0.0000	0	0.00
k127_3129536 flag=1 multi=4.0000 len=399	2.9198	399	0.4612	93.7343	374	3	5	0.4455	2	1.77
k127_3129564 flag=1 multi=2.0000 len=425	0.0000	425	0.4776	0.0000	0	0	0	0.0000	0	0.00
k127_3129626 flag=1 multi=1.0000 len=333	0.0000	333	0.4895	0.0000	0	0	0	0.0000	0	0.00
k127_3130209 flag=1 multi=6.0000 len=1325	0.0000	1325	0.5253	0.0000	0	0	0	0.0000	0	0.00
k127_3131916 flag=1 multi=4.0000 len=1044	5.6303	1044	0.5565	100.0000	1044	20	20	0.5532	6	2.62
k127_3133374 flag=1 multi=9.0000 len=577	10.7626	577	0.4835	74.8700	432	17	25	0.4800	9	9.79
k127_3134023 flag=1 multi=3.0000 len=550	0.0000	550	0.5109	0.0000	0	0	0	0.0000	0	0.00
k127_3134344 flag=1 multi=2.0000 len=410	0.0000	410	0.4707	0.0000	0	0	0	0.0000	0	0.00
k127_3135972 flag=1 multi=1.0000 len=384	0.0000	384	0.4714	0.0000	0	0	0	0.0000	0	0.00
k127_3136110 flag=1 multi=2.0000 len=613	0.0000	613	0.4845	0.0000	0	0	0	0.0000	0	0.00
k127_3136509 flag=1 multi=3.0000 len=440	4.0886	440	0.3545	100.0000	440	7	5	0.3146	2	3.59
k127_3136703 flag=0 multi=26.9971 len=1520	16.3105	1520	0.4993	42.2368	642	103	71	0.5300	0	28.41
k127_3136826 flag=1 multi=2.0000 len=376	2.3670	376	0.3723	100.0000	376	2	4	0.3652	2	0.66
k127_3137083 flag=1 multi=12.0000 len=549	0.0000	549	0.4353	0.0000	0	0	0	0.0000	0	0.00
k127_3137533 flag=1 multi=4.0000 len=483	5.4513	483	0.5176	99.7930	482	10	8	0.5192	5	2.10
k127_3138860 flag=1 multi=18.0000 len=852	0.0000	852	0.5575	0.0000	0	0	0	0.0000	0	0.00
k127_3140310 flag=1 multi=3.0000 len=1088	4.1406	1088	0.4237	100.0000	1088	16	15	0.4273	4	2.12
k127_3140686 flag=1 multi=2.0000 len=328	0.0000	328	0.3201	0.0000	0	0	0	0.0000	0	0.00
k127_3141373 flag=1 multi=5.0000 len=992	7.9698	992	0.3327	100.0000	992	28	27	0.3344	8	4.24
k127_3141596 flag=1 multi=7.6895 len=375	19.5573	375	0.5520	96.8000	363	14	36	0.5574	15	14.15
k127_3141815 flag=1 multi=5.0000 len=1474	0.0000	1474	0.4383	0.0000	0	0	0	0.0000	0	0.00
k127_3142405 flag=1 multi=6.0000 len=1178	0.0000	1178	0.4321	0.0000	0	0	0	0.0000	0	0.00
k127_3143346 flag=1 multi=6.0000 len=1222	0.0000	1222	0.4255	0.0000	0	0	0	0.0000	0	0.00
k127_3145135 flag=0 multi=1.0000 len=308	0.0000	308	0.3636	0.0000	0	0	0	0.0000	0	0.00
k127_3145561 flag=1 multi=4.0000 len=393	0.0000	393	0.5038	0.0000	0	0	0	0.0000	0	0.00
k127_3147120 flag=1 multi=5.0000 len=815	0.0000	815	0.3043	0.0000	0	0	0	0.0000	0	0.00
k127_3147190 flag=1 multi=14.0000 len=1152	0.0000	1152	0.4757	0.0000	0	0	0	0.0000	0	0.00
k127_3148276 flag=1 multi=67.0000 len=6537	94.6931	6537	0.5805	100.0000	6537	2127	2127	0.5820	94	36.72
k127_3148564 flag=1 multi=2.0000 len=311	0.0000	311	0.5209	0.0000	0	0	0	0.0000	0	0.00
k127_3149086 flag=1 multi=9.3091 len=4310	9.1810	4310	0.3963	100.0000	4310	135	136	0.4003	9	5.54
k127_3150201 flag=1 multi=2.0000 len=380	0.0000	380	0.4500	0.0000	0	0	0	0.0000	0	0.00
k127_3150890 flag=1 multi=3.0000 len=343	0.0000	343	0.3994	0.0000	0	0	0	0.0000	0	0.00
k127_3151533 flag=0 multi=30.4444 len=1457	40.7907	1457	0.5669	100.0000	1457	207	203	0.5643	33	22.66
k127_3152565 flag=0 multi=16.1582 len=4564	25.1437	4564	0.3490	99.9124	4560	395	392	0.3460	25	12.36
k127_3153785 flag=1 multi=8.0000 len=1790	0.0000	1790	0.4263	0.0000	0	0	0	0.0000	0	0.00
k127_3153969 flag=0 multi=12.4908 len=506	12.7253	506	0.5000	100.0000	506	23	22	0.4969	9	7.86
k127_3154012 flag=1 multi=1.0000 len=468	0.0000	468	0.4209	0.0000	0	0	0	0.0000	0	0.00
k127_3155594 flag=0 multi=82.0064 len=1682	82.7931	1682	0.4275	100.0000	1682	475	488	0.4413	80	40.56
k127_3155808 flag=1 multi=7.0000 len=662	0.0000	662	0.3671	0.0000	0	0	0	0.0000	0	0.00
k127_3155833 flag=1 multi=6.0000 len=478	0.0000	478	0.4895	0.0000	0	0	0	0.0000	0	0.00
k127_3155842 flag=0 multi=9.0000 len=1800	1.2933	1800	0.3906	71.3333	1284	8	9	0.3880	1	1.23
k127_3156297 flag=1 multi=5.0000 len=1001	0.0000	1001	0.5185	0.0000	0	0	0	0.0000	0	0.00
k127_3156570 flag=1 multi=4.0000 len=390	0.0000	390	0.4795	0.0000	0	0	0	0.0000	0	0.00
k127_3156765 flag=1 multi=4.0000 len=2164	5.4968	2164	0.5467	98.4288	2130	40	42	0.5370	5	3.80
k127_3156930 flag=1 multi=3.0000 len=300	0.0000	300	0.4500	0.0000	0	0	0	0.0000	0	0.00
k127_3156949 flag=1 multi=47.0000 len=2751	0.0000	2751	0.4340	0.0000	0	0	0	0.0000	0	0.00
k127_3157707 flag=1 multi=4.0000 len=568	5.2817	568	0.4243	100.0000	568	11	11	0.4330	5	2.21
k127_3157713 flag=1 multi=7.0000 len=1217	0.0000	1217	0.4618	0.0000	0	0	0	0.0000	0	0.00
k127_3157838 flag=1 multi=3.0000 len=319	0.0000	319	0.4828	0.0000	0	0	0	0.0000	0	0.00
k127_3158073 flag=1 multi=3.0000 len=406	0.0000	406	0.4064	0.0000	0	0	0	0.0000	0	0.00
k127_3158398 flag=1 multi=4.0000 len=762	5.0302	762	0.4003	93.0446	709	12	14	0.3819	3	4.54
k127_3159203 flag=1 multi=4.0000 len=719	0.0000	719	0.4854	0.0000	0	0	0	0.0000	0	0.00
k127_3159208 flag=1 multi=4.0000 len=910	0.0000	910	0.4549	0.0000	0	0	0	0.0000	0	0.00
k127_3159407 flag=1 multi=3.0000 len=481	0.0000	481	0.4075	0.0000	0	0	0	0.0000	0	0.00
k127_3159681 flag=1 multi=26.0000 len=463	2.8877	463	0.4687	97.6242	452	5	4	0.4600	2	2.31
k127_3160087 flag=1 multi=2.0000 len=307	0.0000	307	0.3518	0.0000	0	0	0	0.0000	0	0.00
k127_3160429 flag=1 multi=3.0000 len=563	0.0000	563	0.4352	0.0000	0	0	0	0.0000	0	0.00
k127_3160646 flag=1 multi=18.0000 len=775	10.9755	775	0.4219	96.2581	746	23	34	0.4190	6	11.40
k127_3161214 flag=1 multi=3.0000 len=1040	5.4058	1040	0.4615	100.0000	1040	19	19	0.4579	4	2.99
k127_3161263 flag=1 multi=3.0000 len=454	0.0000	454	0.4912	0.0000	0	0	0	0.0000	0	0.00
k127_3162633 flag=1 multi=2.7426 len=1044	8.4923	1044	0.4349	100.0000	1044	30	30	0.4478	9	3.57
k127_3163349 flag=1 multi=2.0000 len=482	0.0000	482	0.4834	0.0000	0	0	0	0.0000	0	0.00
k127_3164641 flag=1 multi=11.0000 len=1398	0.0000	1398	0.3526	0.0000	0	0	0	0.0000	0	0.00
k127_3164760 flag=1 multi=5.0000 len=680	0.0000	680	0.5912	0.0000	0	0	0	0.0000	0	0.00
k127_3165840 flag=1 multi=3.0000 len=442	4.0588	442	0.4842	100.0000	442	7	5	0.4933	3	2.13
k127_3167943 flag=0 multi=79.1140 len=355	15.0225	355	0.3493	100.0000	355	17	21	0.3399	15	9.66
k127_3168028 flag=1 multi=2.0000 len=338	2.6627	338	0.4142	100.0000	338	3	3	0.4111	3	1.32
k127_3169209 flag=1 multi=7.0000 len=777	4.9871	777	0.3694	100.0000	777	13	13	0.3872	4	3.00
k127_3170180 flag=1 multi=4.0000 len=370	0.0000	370	0.4216	0.0000	0	0	0	0.0000	0	0.00
k127_3170673 flag=1 multi=11.0000 len=3486	12.1185	3486	0.4383	100.0000	3486	146	143	0.4424	10	6.67
k127_3170797 flag=1 multi=13.0000 len=3118	0.0000	3118	0.3268	0.0000	0	0	0	0.0000	0	0.00
k127_3170893 flag=1 multi=4.0000 len=420	0.0000	420	0.4048	0.0000	0	0	0	0.0000	0	0.00
k127_3171495 flag=1 multi=3.0000 len=359	0.0000	359	0.3872	0.0000	0	0	0	0.0000	0	0.00
k127_3172071 flag=1 multi=3.0000 len=308	0.0000	308	0.4448	0.0000	0	0	0	0.0000	0	0.00
k127_3172300 flag=1 multi=2.0000 len=553	0.0000	553	0.4448	0.0000	0	0	0	0.0000	0	0.00
k127_3173364 flag=1 multi=4.0000 len=403	0.0000	403	0.4864	0.0000	0	0	0	0.0000	0	0.00
k127_3173744 flag=1 multi=3.0000 len=920	3.9467	920	0.4848	100.0000	920	12	13	0.4767	4	2.75
k127_3174629 flag=1 multi=9.4872 len=2395	0.0000	2395	0.4969	0.0000	0	0	0	0.0000	0	0.00
k127_3174716 flag=1 multi=8.0000 len=646	0.0000	646	0.5232	0.0000	0	0	0	0.0000	0	0.00
k127_3174734 flag=1 multi=2.0000 len=1004	2.9841	1004	0.5498	100.0000	1004	11	9	0.5461	3	1.77
k127_3174801 flag=1 multi=7.0000 len=653	0.0000	653	0.5482	0.0000	0	0	0	0.0000	0	0.00
k127_3175210 flag=1 multi=4.0000 len=550	0.0000	550	0.4673	0.0000	0	0	0	0.0000	0	0.00
k127_3175559 flag=1 multi=5.0000 len=550	0.0000	550	0.3927	0.0000	0	0	0	0.0000	0	0.00
k127_3175680 flag=1 multi=2.0000 len=476	0.0000	476	0.4979	0.0000	0	0	0	0.0000	0	0.00
k127_3175688 flag=1 multi=2.0000 len=334	0.0000	334	0.4281	0.0000	0	0	0	0.0000	0	0.00
k127_3176096 flag=1 multi=5.0000 len=693	6.4704	693	0.5079	100.0000	693	15	15	0.4962	6	4.21
k127_3176231 flag=1 multi=2.0000 len=318	1.8491	318	0.4686	100.0000	318	2	2	0.4541	2	0.63
k127_3176792 flag=1 multi=5.0000 len=420	0.0000	420	0.4167	0.0000	0	0	0	0.0000	0	0.00
k127_3176906 flag=1 multi=2.0000 len=337	0.0000	337	0.4688	0.0000	0	0	0	0.0000	0	0.00
k127_3177077 flag=1 multi=3.4846 len=907	0.0000	907	0.4179	0.0000	0	0	0	0.0000	0	0.00
k127_3177217 flag=1 multi=25.9191 len=745	0.0000	745	0.4644	0.0000	0	0	0	0.0000	0	0.00
k127_3177332 flag=0 multi=17.0094 len=4160	35.1447	4160	0.3111	100.0000	4160	503	495	0.3109	29	22.20
k127_3178077 flag=1 multi=12.0000 len=521	0.0000	521	0.3628	0.0000	0	0	0	0.0000	0	0.00
k127_3178653 flag=1 multi=3.0000 len=378	0.0000	378	0.5556	0.0000	0	0	0	0.0000	0	0.00
k127_3178661 flag=1 multi=7.0000 len=301	4.3920	301	0.5615	100.0000	301	4	5	0.5673	4	2.46
k127_3179068 flag=1 multi=3.0000 len=323	0.0000	323	0.4644	0.0000	0	0	0	0.0000	0	0.00
k127_3179251 flag=1 multi=2.0000 len=376	2.7420	376	0.5319	100.0000	376	4	3	0.4923	2	1.80
k127_3179510 flag=1 multi=7.0000 len=436	0.0000	436	0.5206	0.0000	0	0	0	0.0000	0	0.00
k127_3180546 flag=1 multi=3.0000 len=827	4.6215	827	0.5514	100.0000	827	13	13	0.5604	4	2.50
k127_3180758 flag=1 multi=1.0000 len=407	0.0000	407	0.4939	0.0000	0	0	0	0.0000	0	0.00
k127_3181123 flag=1 multi=5.0000 len=576	0.0000	576	0.5208	0.0000	0	0	0	0.0000	0	0.00
k127_3181482 flag=1 multi=5.0000 len=535	0.0000	535	0.4542	0.0000	0	0	0	0.0000	0	0.00
k127_3183412 flag=1 multi=3.0000 len=459	2.2702	459	0.4837	100.0000	459	5	2	0.4636	2	1.33
k127_3184425 flag=1 multi=11.0000 len=1566	0.0000	1566	0.3480	0.0000	0	0	0	0.0000	0	0.00
k127_3185406 flag=1 multi=3.0000 len=497	0.0000	497	0.5312	0.0000	0	0	0	0.0000	0	0.00
k127_3185617 flag=1 multi=14.0000 len=1148	0.0000	1148	0.3415	0.0000	0	0	0	0.0000	0	0.00
k127_3185803 flag=1 multi=16.0000 len=650	10.6923	650	0.5092	98.1538	638	20	30	0.5102	12	6.56
k127_3185922 flag=1 multi=12.0000 len=1496	0.0000	1496	0.4352	0.0000	0	0	0	0.0000	0	0.00
k127_3186853 flag=1 multi=2.0000 len=753	4.0983	753	0.3453	100.0000	753	10	11	0.3587	4	2.10
k127_3188256 flag=1 multi=3.0000 len=400	3.8175	400	0.3175	95.0000	380	5	6	0.3143	4	1.83
k127_3189395 flag=1 multi=3.0000 len=372	0.0000	372	0.4355	0.0000	0	0	0	0.0000	0	0.00
k127_3189805 flag=1 multi=2.0000 len=574	0.0000	574	0.4983	0.0000	0	0	0	0.0000	0	0.00
k127_3190453 flag=0 multi=19.1146 len=930	22.0527	930	0.4151	100.0000	930	73	70	0.4293	23	8.28
k127_3190729 flag=1 multi=4.9715 len=619	0.0000	619	0.3700	0.0000	0	0	0	0.0000	0	0.00
k127_3191666 flag=1 multi=3.0000 len=430	4.1721	430	0.4814	84.4186	363	6	6	0.5006	5	2.51
k127_3191674 flag=1 multi=3.0000 len=396	2.2727	396	0.4444	80.8081	320	3	3	0.4122	2	1.65
k127_3191695 flag=1 multi=3.0000 len=663	4.2187	663	0.5279	100.0000	663	9	10	0.5302	5	1.96
k127_3192010 flag=1 multi=4.0000 len=751	0.0000	751	0.5113	0.0000	0	0	0	0.0000	0	0.00
k127_3192438 flag=1 multi=2.0000 len=417	0.0000	417	0.4029	0.0000	0	0	0	0.0000	0	0.00
k127_3192621 flag=1 multi=5.0000 len=432	7.2083	432	0.4676	94.6759	409	12	12	0.4473	8	3.82
k127_3192838 flag=1 multi=3.0000 len=660	0.0000	660	0.4136	0.0000	0	0	0	0.0000	0	0.00
k127_3193470 flag=1 multi=4.0000 len=1308	4.8937	1308	0.5382	91.0550	1191	22	22	0.5260	5	3.05
k127_3193870 flag=1 multi=2.0000 len=404	0.0000	404	0.5173	0.0000	0	0	0	0.0000	0	0.00
k127_3194429 flag=1 multi=2.0000 len=426	3.3239	426	0.4554	100.0000	426	3	7	0.4534	3	0.98
k127_3194504 flag=1 multi=3.0000 len=359	0.0000	359	0.4875	0.0000	0	0	0	0.0000	0	0.00
k127_3194701 flag=1 multi=1.0000 len=625	0.0000	625	0.4496	0.0000	0	0	0	0.0000	0	0.00
k127_3194854 flag=1 multi=13.0000 len=930	0.0000	930	0.6000	0.0000	0	0	0	0.0000	0	0.00
k127_3195906 flag=1 multi=13.0000 len=952	14.1429	952	0.4569	100.0000	952	46	46	0.4530	13	8.89
k127_3196236 flag=0 multi=361.6581 len=437	212.5195	437	0.6064	100.0000	437	318	313	0.6071	190	126.33
k127_3196452 flag=1 multi=3.0000 len=692	0.0000	692	0.4249	0.0000	0	0	0	0.0000	0	0.00
k127_3197343 flag=1 multi=24.0000 len=4394	0.0000	4394	0.5526	0.0000	0	0	0	0.0000	0	0.00
k127_3197571 flag=1 multi=2.0000 len=450	0.5667	450	0.3311	28.6667	129	1	1	0.2824	0	0.90
k127_3198084 flag=1 multi=2.0000 len=434	0.0000	434	0.4493	0.0000	0	0	0	0.0000	0	0.00
k127_3199224 flag=1 multi=8.0000 len=3767	8.0037	3767	0.4547	100.0000	3767	103	103	0.4540	7	4.81
k127_3199243 flag=1 multi=2.0000 len=303	0.0000	303	0.5347	0.0000	0	0	0	0.0000	0	0.00
k127_3199729 flag=1 multi=1.0000 len=388	0.0000	388	0.4485	0.0000	0	0	0	0.0000	0	0.00
k127_3199758 flag=1 multi=6.0000 len=969	0.0000	969	0.3684	0.0000	0	0	0	0.0000	0	0.00
k127_3199760 flag=1 multi=13.0000 len=1031	0.0000	1031	0.5373	0.0000	0	0	0	0.0000	0	0.00
k127_3200387 flag=1 multi=4.0000 len=467	0.0000	467	0.3940	0.0000	0	0	0	0.0000	0	0.00
k127_3200633 flag=1 multi=17.0000 len=417	18.1415	417	0.3909	90.6475	378	27	27	0.3832	18	14.48
k127_3200775 flag=0 multi=59.2117 len=779	0.0000	779	0.5160	0.0000	0	0	0	0.0000	0	0.00
k127_3201264 flag=1 multi=14.0000 len=1020	0.0000	1020	0.3657	0.0000	0	0	0	0.0000	0	0.00
k127_3201956 flag=1 multi=3.0000 len=902	2.8182	902	0.4812	86.0310	776	9	9	0.4823	3	1.70
k127_3202159 flag=1 multi=4.0000 len=418	0.0000	418	0.3995	0.0000	0	0	0	0.0000	0	0.00
k127_3202379 flag=1 multi=5.0000 len=333	0.0000	333	0.5165	0.0000	0	0	0	0.0000	0	0.00
k127_3202717 flag=1 multi=3.0000 len=479	0.0000	479	0.3946	0.0000	0	0	0	0.0000	0	0.00
k127_3205419 flag=1 multi=4.0000 len=379	0.0000	379	0.4960	0.0000	0	0	0	0.0000	0	0.00
k127_3205586 flag=1 multi=6.0000 len=1014	26.7465	1014	0.4596	100.0000	1014	96	91	0.4645	19	19.32
k127_3205860 flag=1 multi=6.0000 len=1090	7.6606	1090	0.4147	100.0000	1090	29	29	0.4105	8	3.25
k127_3206430 flag=1 multi=10.0000 len=2612	0.0000	2612	0.4051	0.0000	0	0	0	0.0000	0	0.00
k127_3207112 flag=1 multi=2.0000 len=513	0.0000	513	0.4366	0.0000	0	0	0	0.0000	0	0.00
k127_3208283 flag=1 multi=2.0000 len=447	2.8949	447	0.5996	100.0000	447	5	4	0.5896	3	1.27
k127_3208649 flag=1 multi=2.0000 len=375	2.2107	375	0.5627	68.8000	258	3	3	0.5537	1	2.31
k127_3208789 flag=1 multi=4.0000 len=889	3.8526	889	0.3431	91.5636	814	12	11	0.3492	4	2.11
k127_3208959 flag=1 multi=4.0000 len=805	5.5068	805	0.6311	100.0000	805	15	15	0.6235	6	3.10
k127_3210205 flag=1 multi=2.0000 len=703	17.9573	703	0.3414	100.0000	703	44	42	0.3604	18	9.82
k127_3211669 flag=1 multi=3.0000 len=447	0.0000	447	0.5034	0.0000	0	0	0	0.0000	0	0.00
k127_3212460 flag=0 multi=46.0097 len=1576	45.4423	1576	0.4727	100.0000	1576	237	252	0.4755	38	28.60
k127_3212507 flag=1 multi=4.0000 len=335	0.0000	335	0.3313	0.0000	0	0	0	0.0000	0	0.00
k127_3212528 flag=1 multi=11.0000 len=864	0.0000	864	0.4919	0.0000	0	0	0	0.0000	0	0.00
k127_3212657 flag=1 multi=1.0000 len=360	0.0000	360	0.3944	0.0000	0	0	0	0.0000	0	0.00
k127_3213159 flag=0 multi=18.0538 len=2080	0.0000	2080	0.4288	0.0000	0	0	0	0.0000	0	0.00
k127_3213389 flag=1 multi=4.0000 len=1050	0.0000	1050	0.5800	0.0000	0	0	0	0.0000	0	0.00
k127_3213910 flag=1 multi=2.0000 len=467	0.0000	467	0.3405	0.0000	0	0	0	0.0000	0	0.00
k127_3214642 flag=1 multi=1.0000 len=401	0.0000	401	0.4738	0.0000	0	0	0	0.0000	0	0.00
k127_3214714 flag=1 multi=3.0000 len=308	3.2792	308	0.4481	88.3117	272	2	5	0.4406	3	2.23
k127_3215641 flag=1 multi=3.0000 len=392	0.0000	392	0.3520	0.0000	0	0	0	0.0000	0	0.00
k127_3215857 flag=1 multi=3.0000 len=391	3.0691	391	0.4476	100.0000	391	4	4	0.4633	3	1.41
k127_3216183 flag=1 multi=2.0000 len=624	0.0000	624	0.3413	0.0000	0	0	0	0.0000	0	0.00
k127_3218059 flag=1 multi=4.0000 len=584	0.0000	584	0.3818	0.0000	0	0	0	0.0000	0	0.00
k127_3218922 flag=1 multi=5.0000 len=846	0.0000	846	0.4444	0.0000	0	0	0	0.0000	0	0.00
k127_3219343 flag=1 multi=6.0000 len=328	0.7348	328	0.5061	37.1951	122	1	1	0.4564	0	0.96
k127_3219599 flag=1 multi=3.0000 len=536	0.0000	536	0.4701	0.0000	0	0	0	0.0000	0	0.00
k127_3220152 flag=1 multi=2.0000 len=443	0.0000	443	0.3973	0.0000	0	0	0	0.0000	0	0.00
k127_3220297 flag=1 multi=4.0000 len=926	1.9287	926	0.5832	83.9093	777	6	6	0.5823	1	1.76
k127_3220397 flag=1 multi=3.0000 len=762	4.8766	762	0.4423	100.0000	762	13	13	0.4392	4	3.09
k127_3221320 flag=1 multi=22.0000 len=735	0.0000	735	0.4367	0.0000	0	0	0	0.0000	0	0.00
k127_3221522 flag=1 multi=22.0000 len=3013	0.0000	3013	0.4381	0.0000	0	0	0	0.0000	0	0.00
