#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
MN035395.1 Cystoviridae sp. isolate H4_Bulk_46_scaffold_5461 sequence	0.0000	1025	0.5317	0.0000	0	0	0	0.0000	0	0.00
MN035394.1 Mitovirus sp. isolate H2_Rhizo_33_scaffold_3715 sequence	0.0000	2194	0.3282	0.0000	0	0	0	0.0000	0	0.00
MN035393.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_834 RNA-dependent RNA polymerase (H2Bulk35834_000001) gene, partial cds; hypothetical protein (H2Bulk35834_000002) and hypothetical protein (H2Bulk35834_000003) genes, complete cds; and hypothetical protein (H2Bulk35834_000004) gene, partial cds	0.0000	3964	0.5197	0.0000	0	0	0	0.0000	0	0.00
MN035392.1 Mitovirus sp. isolate H3_Rhizo_37_scaffold_753 sequence	0.0000	2324	0.4871	0.0000	0	0	0	0.0000	0	0.00
MN035391.1 Picornavirales sp. isolate H1_Bulk_Litter_5_scaffold_1140 sequence	0.0000	3504	0.4406	0.0000	0	0	0	0.0000	0	0.00
MN035390.1 Mitovirus sp. isolate H4_Rhizo_45_scaffold_524 sequence	0.0000	3605	0.4544	0.0000	0	0	0	0.0000	0	0.00
MN035389.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_2919 sequence	0.0000	2541	0.2767	0.0000	0	0	0	0.0000	0	0.00
MN035388.1 Totiviridae sp. isolate H4_Bulk_46_scaffold_87 sequence	0.0000	5765	0.5223	0.0000	0	0	0	0.0000	0	0.00
MN035387.1 Leviviridae sp. isolate H4_Rhizo_44_scaffold_802 RNA-dependent RNA polymerase (H4Rhizo44802_000001) gene, partial cds; and hypothetical protein (H4Rhizo44802_000002) and hypothetical protein (H4Rhizo44802_000003) genes, complete cds	0.0000	2962	0.4848	0.0000	0	0	0	0.0000	0	0.00
MN035386.1 Mitovirus sp. isolate H1_Bulk_29_scaffold_2534 hypothetical protein (H1Bulk292534_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1Bulk292534_000002) gene, complete cds	0.0000	3670	0.4708	0.0000	0	0	0	0.0000	0	0.00
MN035384.1 Picornavirales sp. isolate H4_Bulk_Litter_22_scaffold_3 hypothetical protein (H4BulkLitter223_000001), RNA-dependent RNA polymerase (H4BulkLitter223_000002), and hypothetical protein (H4BulkLitter223_000003) genes, complete cds	0.0000	10804	0.4061	0.0000	0	0	0	0.0000	0	0.00
MN035383.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_12372 hypothetical protein (H4Bulk4812372_000001) and RNA-dependent RNA polymerase (H4Bulk4812372_000002) genes, partial cds	0.0000	1400	0.3929	0.0000	0	0	0	0.0000	0	0.00
MN035382.1 Riboviria sp. isolate H2_Bulk_Litter_11_1238 hypothetical protein (H2BulkLitter111238_000001) and RNA-dependent RNA polymerase (H2BulkLitter111238_000002) genes, partial cds	0.0000	2875	0.6087	0.0000	0	0	0	0.0000	0	0.00
MN035381.1 Picornavirales sp. isolate H1_Bulk_30_scaffold_14 RNA-dependent RNA polymerase (H1Bulk3014_000001) gene, complete cds; and hypothetical protein (H1Bulk3014_000002) gene, partial cds	0.0000	7734	0.4240	0.0000	0	0	0	0.0000	0	0.00
MN035380.1 Arenavirus sp. isolate H2_Bulk_34_3954 sequence	0.0000	1818	0.4131	0.0000	0	0	0	0.0000	0	0.00
MN035379.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_12565 RNA-dependent RNA polymerase (H2Rhizo3112565_000001) and RNA-dependent RNA polymerase (H2Rhizo3112565_000002) genes, partial cds	0.0000	1376	0.3961	0.0000	0	0	0	0.0000	0	0.00
MN035378.1 Mitovirus sp. isolate H2_Rhizo_Litter_9_658 sequence	0.0000	1552	0.4865	0.0000	0	0	0	0.0000	0	0.00
MN035377.1 Riboviria sp. isolate H2_Rhizo_Litter_9_2155 sequence	0.0000	1025	0.5288	0.0000	0	0	0	0.0000	0	0.00
MN035376.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_1835 sequence	0.0000	2753	0.4987	0.0000	0	0	0	0.0000	0	0.00
MN035375.1 Arenavirus sp. isolate H4_Bulk_46_scaffold_40003 sequence	0.0000	1051	0.3216	0.0000	0	0	0	0.0000	0	0.00
MN035374.1 Totiviridae sp. isolate H4_Bulk_47_scaffold_83 hypothetical protein (H4Bulk4783_000001) and RNA-dependent RNA polymerase (H4Bulk4783_000002) genes, partial cds	0.0000	5319	0.5133	0.0000	0	0	0	0.0000	0	0.00
MN035373.1 Riboviria sp. isolate H2_Bulk_35_scaffold_7654 hypothetical protein (H2Bulk357654_000001) and RNA-dependent RNA polymerase (H2Bulk357654_000002) genes, partial cds	0.0000	1532	0.5986	0.0000	0	0	0	0.0000	0	0.00
MN035372.1 Mitovirus sp. isolate H3_Bulk_40_scaffold_7506 sequence	0.0000	1549	0.4551	0.0000	0	0	0	0.0000	0	0.00
MN035371.1 Mitovirus sp. isolate H2_Rhizo_31_scaffold_7544 sequence	0.0000	1664	0.3456	0.0000	0	0	0	0.0000	0	0.00
MN035370.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_554 RNA-dependent RNA polymerase (H1Rhizo25554_000001) gene, partial cds; hypothetical protein (H1Rhizo25554_000002) gene, complete cds; and hypothetical protein (H1Rhizo25554_000003) gene, partial cds	0.0000	4249	0.4705	0.0000	0	0	0	0.0000	0	0.00
MN035369.1 Astroviridae sp. isolate H3_Bulk_42_scaffold_5271 sequence	0.0000	1684	0.4341	0.0000	0	0	0	0.0000	0	0.00
MN035368.1 Mitovirus sp. isolate H4_Bulk_46_scaffold_3301 RNA-dependent RNA polymerase (H4Bulk463301_000001) gene, complete cds; and hypothetical protein (H4Bulk463301_000002) gene, partial cds	0.0000	2349	0.4453	0.0000	0	0	0	0.0000	0	0.00
MN035367.1 Fusariviridae sp. isolate H1_Bulk_28_FD_scaffold_1099 sequence	0.0000	1805	0.4781	0.0000	0	0	0	0.0000	0	0.00
MN035366.1 Leviviridae sp. isolate H2_Rhizo_32_scaffold_7573 sequence	0.0000	1678	0.4809	0.0000	0	0	0	0.0000	0	0.00
MN035365.1 Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_5878 sequence	0.0000	1442	0.3481	0.0000	0	0	0	0.0000	0	0.00
MN035364.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_337 RNA-dependent RNA polymerase (H4Bulk46337_000001), hypothetical protein (H4Bulk46337_000002), hypothetical protein (H4Bulk46337_000003), and hypothetical protein (H4Bulk46337_000004) genes, complete cds	0.0000	4257	0.4900	0.0000	0	0	0	0.0000	0	0.00
MN035363.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_5519 sequence	0.0000	1940	0.4861	0.0000	0	0	0	0.0000	0	0.00
MN035362.1 Leviviridae sp. isolate H1_Bulk_Litter_5_scaffold_1109 RNA-dependent RNA polymerase (H1BulkLitter51109_000001), hypothetical protein (H1BulkLitter51109_000002), and hypothetical protein (H1BulkLitter51109_000003) genes, complete cds	0.0000	3539	0.4806	0.0000	0	0	0	0.0000	0	0.00
MN035361.1 Leviviridae sp. isolate H3_Bulk_40_scaffold_2955 hypothetical protein (H3Bulk402955_000001) and RNA-dependent RNA polymerase (H3Bulk402955_000002) genes, partial cds	0.0000	2078	0.4904	0.0000	0	0	0	0.0000	0	0.00
MN035360.1 Riboviria sp. isolate H4_Bulk_46_scaffold_291 RNA-dependent RNA polymerase (H4Bulk46291_000001) gene, partial cds; hypothetical protein (H4Bulk46291_000002) and hypothetical protein (H4Bulk46291_000003) genes, complete cds; and hypothetical protein (H4Bulk46291_000004) gene, partial cds	0.0000	4361	0.3972	0.0000	0	0	0	0.0000	0	0.00
MN035359.1 Mitovirus sp. isolate H2_Bulk_Litter_10_scaffold_13426 sequence	0.0000	1153	0.3582	0.0000	0	0	0	0.0000	0	0.00
MN035358.1 Leviviridae sp. isolate H1_Bulk_Litter_5_scaffold_3731 RNA-dependent RNA polymerase (H1BulkLitter53731_000001) gene, complete cds; and hypothetical protein (H1BulkLitter53731_000002) gene, partial cds	0.0000	2312	0.4918	0.0000	0	0	0	0.0000	0	0.00
MN035357.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_349 hypothetical protein (H4Bulk47349_000001), hypothetical protein (H4Bulk47349_000002), and RNA-dependent RNA polymerase (H4Bulk47349_000003) genes, complete cds	0.0000	3916	0.4796	0.0000	0	0	0	0.0000	0	0.00
MN035356.1 Riboviria sp. isolate H2_Bulk_35_scaffold_9007 sequence	0.0000	1455	0.5409	0.0000	0	0	0	0.0000	0	0.00
MN035355.1 Picornavirales sp. isolate H1_Rhizo_26_FD_scaffold_37 sequence	0.0000	10402	0.4067	0.0000	0	0	0	0.0000	0	0.00
MN035354.1 Riboviria sp. isolate H1_Bulk_30_scaffold_86 hypothetical protein (H1Bulk3086_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1Bulk3086_000002) and hypothetical protein (H1Bulk3086_000003) genes, complete cds	0.0000	4612	0.4026	0.0000	0	0	0	0.0000	0	0.00
MN035353.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_8820 RNA-dependent RNA polymerase (H1Bulk308820_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1Bulk308820_000002) gene, complete cds	0.0000	1372	0.5284	0.0000	0	0	0	0.0000	0	0.00
MN035352.1 Arenavirus sp. isolate H4_Bulk_46_scaffold_30610 sequence	0.0000	1154	0.3640	0.0000	0	0	0	0.0000	0	0.00
MN035351.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_5034 sequence	0.0000	1993	0.4897	0.0000	0	0	0	0.0000	0	0.00
MN035350.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_716_e_3402 RNA-dependent RNA polymerase (H2Rhizo31716e3402_000001) gene, partial cds; and hypothetical protein (H2Rhizo31716e3402_000002) and hypothetical protein (H2Rhizo31716e3402_000003) genes, complete cds	0.0000	3402	0.4832	0.0000	0	0	0	0.0000	0	0.00
MN035349.1 Arenavirus sp. isolate H1_Bulk_29_scaffold_15102 sequence	0.0000	1226	0.4135	0.0000	0	0	0	0.0000	0	0.00
MN035348.1 Mitovirus sp. isolate H1_Rhizo_Litter_1_scaffold_1987 sequence	0.0000	2404	0.4863	0.0000	0	0	0	0.0000	0	0.00
MN035347.1 Partitiviridae sp. isolate H3_Bulk_40_scaffold_21332 sequence	0.0000	1067	0.4808	0.0000	0	0	0	0.0000	0	0.00
MN035346.1 Leviviridae sp. isolate H3_Bulk_41_scaffold_7587 sequence	0.0000	1674	0.4964	0.0000	0	0	0	0.0000	0	0.00
MN035345.1 Mitovirus sp. isolate H2_Rhizo_32_scaffold_1908 sequence	0.0000	2708	0.3386	0.0000	0	0	0	0.0000	0	0.00
MN035344.1 Leviviridae sp. isolate H4_Bulk_Litter_22_scaffold_293 RNA-dependent RNA polymerase (H4BulkLitter22293_000001), hypothetical protein (H4BulkLitter22293_000002), hypothetical protein (H4BulkLitter22293_000003), and hypothetical protein (H4BulkLitter22293_000004) genes, complete cds	0.0000	4283	0.4805	0.0000	0	0	0	0.0000	0	0.00
MN035343.1 Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_11553 sequence	0.0000	1130	0.4115	0.0000	0	0	0	0.0000	0	0.00
MN035342.1 Picornavirales sp. isolate H3_Bulk_Litter_16_2659 sequence	0.0000	2064	0.3765	0.0000	0	0	0	0.0000	0	0.00
MN035341.1 Mitovirus sp. isolate H2_Rhizo_Litter_7_scaffold_3120 sequence	0.0000	1825	0.4301	0.0000	0	0	0	0.0000	0	0.00
MN035340.1 Leviviridae sp. isolate H3_Bulk_41_scaffold_27549 sequence	0.0000	1021	0.5132	0.0000	0	0	0	0.0000	0	0.00
MN035339.1 Leviviridae sp. isolate H2_Rhizo_33_scaffold_3580 sequence	0.0000	2189	0.5007	0.0000	0	0	0	0.0000	0	0.00
MN035338.1 Partitiviridae sp. isolate H2_Rhizo_Litter_8_scaffold_16079 sequence	0.0000	1538	0.3745	0.0000	0	0	0	0.0000	0	0.00
MN035337.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_972 RNA-dependent RNA polymerase (H1Bulk30972_000001), hypothetical protein (H1Bulk30972_000002), hypothetical protein (H1Bulk30972_000003), and hypothetical protein (H1Bulk30972_000004) genes, complete cds	0.0000	4252	0.4852	0.0000	0	0	0	0.0000	0	0.00
MN035336.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_395 hypothetical protein (H4Bulk47395_000001), hypothetical protein (H4Bulk47395_000002), and RNA-dependent RNA polymerase (H4Bulk47395_000003) genes, complete cds	0.0000	3840	0.5482	0.0000	0	0	0	0.0000	0	0.00
MN035335.1 Leviviridae sp. isolate H3_Bulk_42_scaffold_195 hypothetical protein (H3Bulk42195_000001) gene, partial cds; and hypothetical protein (H3Bulk42195_000002), hypothetical protein (H3Bulk42195_000003), and RNA-dependent RNA polymerase (H3Bulk42195_000004) genes, complete cds	0.0000	4378	0.4858	0.0000	0	0	0	0.0000	0	0.00
MN035334.1 Riboviria sp. isolate H4_Rhizo_43_scaffold_29819 sequence	0.0000	1057	0.6670	0.0000	0	0	0	0.0000	0	0.00
MN035333.1 Picornavirales sp. isolate H2_Rhizo_Litter_9_11 RNA-dependent RNA polymerase (H2RhizoLitter911_000001) gene, partial cds; and hypothetical protein (H2RhizoLitter911_000002) gene, complete cds	0.0000	3994	0.3788	0.0000	0	0	0	0.0000	0	0.00
MN035332.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_12380 RNA-dependent RNA polymerase (H1Rhizo2512380_000001) and hypothetical protein (H1Rhizo2512380_000002) genes, partial cds	0.0000	1449	0.4603	0.0000	0	0	0	0.0000	0	0.00
MN035331.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_10555 sequence	0.0000	1378	0.4586	0.0000	0	0	0	0.0000	0	0.00
MN035330.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_1120 RNA-dependent RNA polymerase (H2RhizoLitter491120_000001), hypothetical protein (H2RhizoLitter491120_000002), hypothetical protein (H2RhizoLitter491120_000003), hypothetical protein (H2RhizoLitter491120_000004), and hypothetical protein (H2RhizoLitter491120_000005) genes, complete cds	0.0000	4260	0.5115	0.0000	0	0	0	0.0000	0	0.00
MN035329.1 Leviviridae sp. isolate H4_Bulk_Litter_22_scaffold_300 hypothetical protein (H4BulkLitter22300_000001), hypothetical protein (H4BulkLitter22300_000002), and RNA-dependent RNA polymerase (H4BulkLitter22300_000003) genes, complete cds	0.0000	4263	0.5020	0.0000	0	0	0	0.0000	0	0.00
MN035328.1 Partitiviridae sp. isolate H2_Bulk_36_scaffold_11526 sequence	0.0000	1117	0.5309	0.0000	0	0	0	0.0000	0	0.00
MN035327.1 Leviviridae sp. isolate H2_Bulk_36_scaffold_11300 sequence	0.0000	1122	0.5027	0.0000	0	0	0	0.0000	0	0.00
MN035326.1 Riboviria sp. isolate H3_Bulk_42_scaffold_15031 sequence	0.0000	1178	0.4805	0.0000	0	0	0	0.0000	0	0.00
MN035325.1 Mitovirus sp. isolate H2_Bulk_Litter_11_13483 hypothetical protein (H2BulkLitter1113483_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2BulkLitter1113483_000002) gene, complete cds	0.0000	1282	0.4267	0.0000	0	0	0	0.0000	0	0.00
MN035324.1 Leviviridae sp. isolate H3_Rhizo_Litter_13_scaffold_277 hypothetical protein (H3RhizoLitter13277_000001), hypothetical protein (H3RhizoLitter13277_000002), and RNA-dependent RNA polymerase (H3RhizoLitter13277_000003) genes, complete cds	0.0000	3887	0.5125	0.0000	0	0	0	0.0000	0	0.00
MN035323.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_167 hypothetical protein (H2Bulk35167_000001) and RNA-dependent RNA polymerase (H2Bulk35167_000002) genes, complete cds; and hypothetical protein (H2Bulk35167_000003) gene, partial cds	0.0000	4405	0.4810	0.0000	0	0	0	0.0000	0	0.00
MN035322.1 Mitovirus sp. isolate H1_Rhizo_25_scaffold_27155 sequence	0.0000	1082	0.5092	0.0000	0	0	0	0.0000	0	0.00
MN035321.1 Riboviria sp. isolate H3_Bulk_40_scaffold_288 sequence	0.0000	4573	0.3311	0.0000	0	0	0	0.0000	0	0.00
MN035320.1 Riboviria sp. isolate H2_Rhizo_31_scaffold_25639 sequence	0.0000	1057	0.5024	0.0000	0	0	0	0.0000	0	0.00
MN035319.1 Totiviridae sp. isolate H4_Rhizo_45_scaffold_681 sequence	0.0000	3391	0.5450	0.0000	0	0	0	0.0000	0	0.00
MN035318.1 Leviviridae sp. isolate H3_Bulk_Litter_17_scaffold_1584_e_2861 hypothetical protein (H3BulkL171584e2861_000001) gene, partial cds; hypothetical protein (H3BulkL171584e2861_000002) and hypothetical protein (H3BulkL171584e2861_000003) genes, complete cds; and RNA-dependent RNA polymerase (H3BulkL171584e2861_000004) gene, partial cds	0.0000	2861	0.4925	0.0000	0	0	0	0.0000	0	0.00
MN035316.1 Leviviridae sp. isolate H1_Bulk_Litter_4_scaffold_10747 sequence	0.0000	1217	0.4922	0.0000	0	0	0	0.0000	0	0.00
MN035315.1 Leviviridae sp. isolate H1_Bulk_Litter_4_scaffold_259 RNA-dependent RNA polymerase (H1BulkLitter4259_000001), hypothetical protein (H1BulkLitter4259_000002), and hypothetical protein (H1BulkLitter4259_000003) genes, complete cds	0.0000	4019	0.4849	0.0000	0	0	0	0.0000	0	0.00
MN035314.1 Mitovirus sp. isolate H4_Bulk_47_scaffold_33268 sequence	0.0000	1025	0.5073	0.0000	0	0	0	0.0000	0	0.00
MN035313.1 Leviviridae sp. isolate H4_Rhizo_43_scaffold_7136 sequence	0.0000	1703	0.5573	0.0000	0	0	0	0.0000	0	0.00
MN035311.1 Riboviria sp. isolate H3_Rhizo_Litter_15_scaffold_1145 hypothetical protein (H3RhizoLitter151145_000001) gene, partial cds; and hypothetical protein (H3RhizoLitter151145_000002) and RNA-dependent RNA polymerase (H3RhizoLitter151145_000003) genes, complete cds	0.0000	2504	0.4489	0.0000	0	0	0	0.0000	0	0.00
MN035310.1 Riboviria sp. isolate H4_Bulk_46_scaffold_307 hypothetical protein (H4Bulk46307_000001) and RNA-dependent RNA polymerase (H4Bulk46307_000002) genes, complete cds; and hypothetical protein (H4Bulk46307_000003) gene, partial cds	0.0000	4330	0.4406	0.0000	0	0	0	0.0000	0	0.00
MN035308.1 Partitiviridae sp. isolate H1_Bulk_29_scaffold_18490 sequence	0.0000	1145	0.3904	0.0000	0	0	0	0.0000	0	0.00
MN035307.1 Mitovirus sp. isolate H1_Rhizo_Litter_3_9194 RNA-dependent RNA polymerase (H1RhizoLitter39194_000001) gene, partial cds; and hypothetical protein (H1RhizoLitter39194_000002) gene, complete cds	0.0000	1675	0.5188	0.0000	0	0	0	0.0000	0	0.00
MN035306.1 Riboviria sp. isolate H3_Bulk_Litter_17_scaffold_10275 sequence	0.0000	1725	0.4916	0.0000	0	0	0	0.0000	0	0.00
MN035305.1 Mitovirus sp. isolate H3_Rhizo_Litter_15_scaffold_3007 hypothetical protein (H3RhizoLitter153007_000001), hypothetical protein (H3RhizoLitter153007_000002), and RNA-dependent RNA polymerase (H3RhizoLitter153007_000003) genes, complete cds	0.0000	1816	0.3062	0.0000	0	0	0	0.0000	0	0.00
MN035304.1 Mitovirus sp. isolate H2_Bulk_36_scaffold_10826 RNA-dependent RNA polymerase (H2Bulk3610826_000001) and RNA-dependent RNA polymerase (H2Bulk3610826_000002) genes, partial cds	0.0000	2024	0.4081	0.0000	0	0	0	0.0000	0	0.00
MN035303.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_8435 RNA-dependent RNA polymerase (H2Bulk358435_000001) and hypothetical protein (H2Bulk358435_000002) genes, complete cds	0.0000	2551	0.4253	0.0000	0	0	0	0.0000	0	0.00
MN035302.1 Leviviridae sp. isolate H4_Bulk_Litter_23_scaffold_469 RNA-dependent RNA polymerase (H4BulkLitter23469_000001), hypothetical protein (H4BulkLitter23469_000002), and hypothetical protein (H4BulkLitter23469_000003) genes, complete cds	0.0000	3662	0.4986	0.0000	0	0	0	0.0000	0	0.00
MN035301.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_24935 sequence	0.0000	1458	0.4733	0.0000	0	0	0	0.0000	0	0.00
MN035300.1 Mitovirus sp. isolate H1_Rhizo_Litter_1_scaffold_2172 hypothetical protein (H1RhizoLitter12172_000001) and RNA-dependent RNA polymerase (H1RhizoLitter12172_000002) genes, partial cds	0.0000	2333	0.4985	0.0000	0	0	0	0.0000	0	0.00
MN035299.1 Riboviria sp. isolate H1_Bulk_29_scaffold_8653 RNA-dependent RNA polymerase (H1Bulk298653_000001) and hypothetical protein (H1Bulk298653_000002) genes, partial cds	0.0000	1475	0.5247	0.0000	0	0	0	0.0000	0	0.00
MN035298.1 Mitovirus sp. isolate H2_Bulk_Litter_11_11074 hypothetical protein (H2BulkLitter1111074_000001) and RNA-dependent RNA polymerase (H2BulkLitter1111074_000002) genes, partial cds	0.0000	1374	0.5131	0.0000	0	0	0	0.0000	0	0.00
MN035297.1 Mitovirus sp. isolate H4_Rhizo_45_scaffold_17559 sequence	0.0000	1305	0.4935	0.0000	0	0	0	0.0000	0	0.00
MN035296.1 Leviviridae sp. isolate H3_Rhizo_Litter_15_scaffold_864 hypothetical protein (H3RhizoLitter15864_000001) gene, partial cds; and hypothetical protein (H3RhizoLitter15864_000002) and RNA-dependent RNA polymerase (H3RhizoLitter15864_000003) genes, complete cds	0.0000	2715	0.4604	0.0000	0	0	0	0.0000	0	0.00
MN035295.1 Mitovirus sp. isolate H2_Bulk_34_7438 sequence	0.0000	1486	0.5303	0.0000	0	0	0	0.0000	0	0.00
MN035294.1 Arenavirus sp. isolate H4_Bulk_46_scaffold_22973 sequence	0.0000	1272	0.3121	0.0000	0	0	0	0.0000	0	0.00
MN035293.1 Mitovirus sp. isolate H4_Bulk_Litter_24_scaffold_695 RNA-dependent RNA polymerase (H4BulkLitter24695_000001) gene, complete cds; and hypothetical protein (H4BulkLitter24695_000002) gene, partial cds	0.0000	3432	0.4878	0.0000	0	0	0	0.0000	0	0.00
MN035292.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_72975 sequence	0.0000	1067	0.5258	0.0000	0	0	0	0.0000	0	0.00
MN035291.1 Mitovirus sp. isolate H3_Rhizo_Litter_15_scaffold_15484 sequence	0.0000	1013	0.5479	0.0000	0	0	0	0.0000	0	0.00
MN035290.1 Mitovirus sp. isolate H2_Rhizo_31_scaffold_23172 sequence	0.0000	1097	0.4266	0.0000	0	0	0	0.0000	0	0.00
MN035289.1 Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_3299 hypothetical protein (H1Rhizo26FD3299_000001) gene, partial cds; RNA-dependent RNA polymerase (H1Rhizo26FD3299_000002) gene, complete cds; and hypothetical protein (H1Rhizo26FD3299_000003) gene, partial cds	0.0000	2192	0.5643	0.0000	0	0	0	0.0000	0	0.00
MN035288.1 Leviviridae sp. isolate H4_Rhizo_Litter_20_scaffold_517 hypothetical protein (H4RhizoLitter20517_000001) gene, partial cds; hypothetical protein (H4RhizoLitter20517_000002) gene, complete cds; and RNA-dependent RNA polymerase (H4RhizoLitter20517_000003) gene, partial cds	0.0000	3382	0.4991	0.0000	0	0	0	0.0000	0	0.00
MN035287.1 Picornavirales sp. isolate H2_Bulk_Litter_11_46835 sequence	0.0000	1420	0.3444	0.0000	0	0	0	0.0000	0	0.00
MN035286.1 Partitiviridae sp. isolate H3_Bulk_41_scaffold_14108 sequence	0.0000	1347	0.4736	0.0000	0	0	0	0.0000	0	0.00
MN035285.1 Riboviria sp. isolate H3_Bulk_Litter_16_9774 sequence	0.0000	1336	0.4850	0.0000	0	0	0	0.0000	0	0.00
MN035284.1 Mitovirus sp. isolate H1_Bulk_30_scaffold_13647 sequence	0.0000	1191	0.4727	0.0000	0	0	0	0.0000	0	0.00
MN035283.1 Mitovirus sp. isolate H1_Bulk_28_FD_scaffold_2598 sequence	0.0000	1367	0.5223	0.0000	0	0	0	0.0000	0	0.00
MN035282.1 Picornavirales sp. isolate H1_Bulk_Litter_6_scaffold_3240 sequence	0.0000	2022	0.4164	0.0000	0	0	0	0.0000	0	0.00
MN035281.1 Mitovirus sp. isolate H1_Rhizo_27_scaffold_5857 RNA-dependent RNA polymerase (H1Rhizo275857_000001) and hypothetical protein (H1Rhizo275857_000002) genes, partial cds	0.0000	1799	0.5531	0.0000	0	0	0	0.0000	0	0.00
MN035280.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_3109 hypothetical protein (H1Rhizo253109_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1Rhizo253109_000002) gene, complete cds	0.0000	2359	0.4989	0.0000	0	0	0	0.0000	0	0.00
MN035279.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_589 RNA-dependent RNA polymerase (H4Bulk46589_000001) and hypothetical protein (H4Bulk46589_000002) genes, complete cds; and hypothetical protein (H4Bulk46589_000003) gene, partial cds	0.0000	3900	0.5079	0.0000	0	0	0	0.0000	0	0.00
MN035278.1 Mitovirus sp. isolate H4_Bulk_46_scaffold_21368 hypothetical protein (H4Bulk4621368_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4Bulk4621368_000002) gene, partial cds	0.0000	1859	0.3981	0.0000	0	0	0	0.0000	0	0.00
MN035277.1 Leviviridae sp. isolate H4_Bulk_48_scaffold_2668_e_1002 sequence	0.0000	1052	0.4658	0.0000	0	0	0	0.0000	0	0.00
MN035276.1 Riboviria sp. isolate H4_Bulk_Litter_24_scaffold_9344 sequence	0.0000	2919	0.5320	0.0000	0	0	0	0.0000	0	0.00
MN035275.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_960 RNA-dependent RNA polymerase (H1Rhizo25960_000001) gene, partial cds; and hypothetical protein (H1Rhizo25960_000002) and hypothetical protein (H1Rhizo25960_000003) genes, complete cds	0.0000	3642	0.4849	0.0000	0	0	0	0.0000	0	0.00
MN035274.1 Arenavirus sp. isolate H2_Bulk_35_scaffold_3975 sequence	0.0000	1872	0.2730	0.0000	0	0	0	0.0000	0	0.00
MN035273.1 Leviviridae sp. isolate H2_Rhizo_33_scaffold_706 RNA-dependent RNA polymerase (H2Rhizo33706_000001), hypothetical protein (H2Rhizo33706_000002), and hypothetical protein (H2Rhizo33706_000003) genes, complete cds; and hypothetical protein (H2Rhizo33706_000004) gene, partial cds	0.0000	3779	0.5062	0.0000	0	0	0	0.0000	0	0.00
MN035272.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_502 hypothetical protein (H2Rhizo31502_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2Rhizo31502_000002), hypothetical protein (H2Rhizo31502_000003), and hypothetical protein (H2Rhizo31502_000004) genes, complete cds	0.0000	4026	0.5219	0.0000	0	0	0	0.0000	0	0.00
MN035271.1 Arenavirus sp. isolate H2_Bulk_Litter_12_scaffold_17989 sequence	0.0000	1244	0.3867	0.0000	0	0	0	0.0000	0	0.00
MN035270.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_7804 RNA-dependent RNA polymerase (H4Bulk487804_000001) and hypothetical protein (H4Bulk487804_000002) genes, partial cds	0.0000	1616	0.4090	0.0000	0	0	0	0.0000	0	0.00
MN035269.1 Partitiviridae sp. isolate H1_Rhizo_26_FD_scaffold_5815 sequence	0.0000	1826	0.4595	0.0000	0	0	0	0.0000	0	0.00
