Label,RdRp GenBank Acc,NCBI Tax ID,virus name,taxonomy,Family,Checked,Host
1147809907,YP_009345139.1,1937817,Spinach_cryptic_virus_1,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Spinach cryptic virus 1,Partitiviridae,y,Plants
633260251,CDF65982.1,1342373,uncultured_alphacryptovirus,Viruses;dsRNA viruses;Partitiviridae;environmental samples;uncultured alphacryptovirus,Partitiviridae,y,Plants
662862681,AIE77248.1,1520125,Ustilaginoidea_virens_nonsegmented_virus_1,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Ustilaginoidea virens nonsegmented virus 1,Partitiviridae,y,Fungi
512746066,AGO04402.1,1346082,Ustilaginoidea_virens_partitivirus,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Ustilaginoidea virens partitivirus,Partitiviridae,y,Fungi
604059175,AHU88025.1,1415665,Ustilaginoidea_virens_partitivirus_2,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Ustilaginoidea virens partitivirus 2,Partitiviridae,y,Fungi
526246205,YP_008327312.1,1415665,Ustilaginoidea_virens_partitivirus_2,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Ustilaginoidea virens partitivirus 2,Partitiviridae,y,Fungi
478622106,AGJ03719.1,1415706,Ustilaginoidea_virens_partitivirus_3,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Ustilaginoidea virens partitivirus 3,Partitiviridae,y,Fungi
662247230,AIE47664.1,1518697,Verticillium_albo_atrum_partitivirus_1,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Verticillium albo-atrum partitivirus-1,Partitiviridae,y,Fungi
474454544,AGI52210.1,1310424,Verticillium_dahliae_partitivirus_1,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Verticillium dahliae partitivirus 1,Partitiviridae,y,Fungi
126023262,ABN71239.1,54289,Vicia_cryptic_virus,Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Vicia cryptic virus,Partitiviridae,y,Plants
116563996,ABJ99996.1,403698,Vicia_faba_partitivirus_1,Viruses;dsRNA viruses;Partitiviridae;unclassified Partitiviridae;Vicia faba partitivirus 1,Partitiviridae,y,Plants
1110866525,APG78350.1,1923515,Wenling_partiti_like_virus_1,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 1,Partitiviridae,y,Plants/ Fungi
1110866503,APG78339.1,1923516,Wenling_partiti_like_virus_10,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 10,Partitiviridae,y,Plants/ Fungi
1110866505,APG78340.1,1923517,Wenling_partiti_like_virus_11,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 11,Partitiviridae,y,Plants/ Fungi
1110866507,APG78341.1,1923518,Wenling_partiti_like_virus_12,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 12,Partitiviridae,y,Plants/ Fungi
1110866527,APG78351.1,1923519,Wenling_partiti_like_virus_13,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 13,Partitiviridae,y,Plants/ Fungi
1110866509,APG78342.1,1923520,Wenling_partiti_like_virus_2,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 2,Partitiviridae,y,Plants/ Fungi
1110866515,APG78345.1,1923521,Wenling_partiti_like_virus_3,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 3,Partitiviridae,y,Plants/ Fungi
1110866511,APG78343.1,1923522,Wenling_partiti_like_virus_4,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 4,Partitiviridae,y,Plants/ Fungi
1110866521,APG78348.1,1923523,Wenling_partiti_like_virus_5,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 5,Partitiviridae,y,Plants/ Fungi
1110866519,APG78347.1,1923524,Wenling_partiti_like_virus_6,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 6,Partitiviridae,y,Plants/ Fungi
1110866523,APG78349.1,1923525,Wenling_partiti_like_virus_7,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 7,Partitiviridae,y,Plants/ Fungi
1110866513,APG78344.1,1923526,Wenling_partiti_like_virus_8,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 8,Partitiviridae,y,Plants/ Fungi
1110866517,APG78346.1,1923527,Wenling_partiti_like_virus_9,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenling partiti-like virus 9,Partitiviridae,y,Plants/ Fungi
1110866529,APG78352.1,1923592,Wenzhou_partiti_like_virus_1,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Wenzhou partiti-like virus 1,Partitiviridae,y,Plants/ Fungi
52220884,YP_086754.1,292052,White_clover_cryptic_virus_1,Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;White clover cryptic virus 1,Partitiviridae,y,Plants
1124091171,YP_009329867.1,1923776,Xinzhou_partiti_like_virus_1,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Xinzhou partiti-like virus 1,Partitiviridae,y,Plants/ Fungi
636577049,AIA08883.1,1501396,Abbey_lake_orthobunyavirus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Bunyamwera orthobunyavirus;Abbey lake orthobunyavirus,Peribunyaviridae,y,Mammals/ Insects
384482679,AFH96035.1,70566,Akabane_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Akabane orthobunyavirus;Akabane virus,Peribunyaviridae,y,Mammals
374349350,AEZ35255.1,273355,Anhembi_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Wyeomyia orthobunyavirus;Anhembi virus,Peribunyaviridae,y,Mammals
427339240,AFY52608.1,80942,Batai_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Bunyamwera orthobunyavirus;Batai virus,Peribunyaviridae,y,Insects
1034281685,ANI69984.1,1856565,Bellavista_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Bellavista virus,Peribunyaviridae,y,Insects
530323626,YP_008400138.1,1368616,Brazoran_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Brazoran virus,Peribunyaviridae,y,Mammals/ Insects
620689654,AHY22338.1,159140,Buttonwillow_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Manzanilla orthobunyavirus;Buttonwillow virus,Peribunyaviridae,y,Mammals/ Insects
683415245,AIN37018.1,35310,Bwamba_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Bwamba virus,Peribunyaviridae,y,Mammals/ Insects
635174573,AHZ64955.1,365047,Calovo_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Calovo virus,Peribunyaviridae,y,Mammals/ Insects
955689419,ALP92388.1,35312,Capim_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Capim orthobunyavirus;Capim virus,Peribunyaviridae,y,Mammals/ Insects
1011926696,AMR98952.1,1821545,Enseada_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Enseada virus,Peribunyaviridae,y,Mammals/ Insects
620689638,AHY22330.1,159143,Facey_s_Paddock_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Oropouche orthobunyavirus;Facey's Paddock virus,Peribunyaviridae,y,Mammals/ Insects
987437979,AMD82976.1,35313,Gamboa_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Gamboa orthobunyavirus;Gamboa virus,Peribunyaviridae,y,Mammals/ Insects
1092916058,AOZ21156.1,1764076,Gan_Gan_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Gan Gan virus,Peribunyaviridae,y,Mammals
1108650717,APF29571.1,1764076,Gan_Gan_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Gan Gan virus,Peribunyaviridae,y,Mammals
868477111,AKO90160.1,1678234,Guama_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Guam orthobunyavirus;Guama virus,Peribunyaviridae,y,Mammals/ Insects
807059612,AKC42494.1,80941,Guaroa_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Guaroa orthobunyavirus;Guaroa virus,Peribunyaviridae,y,Mammals/ Insects
806633351,AKB96244.1,348010,Gumbo_Limbo_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Marituba orthobunyavirus;Gumbo Limbo virus,Peribunyaviridae,y,Mammals/ Insects
549720887,AGX32061.1,427636,Herbert_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Herbevirus;Herbert herbevirus;Herbert virus,Peribunyaviridae,y,Mammals/ Insects
1070709276,AOS59868.1,45269,Inkoo_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;California encephalitis orthobunyavirus;Inkoo virus,Peribunyaviridae,y,Mammals/ Insects
384638690,AFI24668.1,150058,Jatobal_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Simbu orthobunyavirus;Jatobal virus,Peribunyaviridae,y,Mammals/ Insects
683415259,AIN37025.1,307164,Kaeng_Khoi_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Kaeng Khoi orthobunyavirus;Kaeng Khoi virus,Peribunyaviridae,y,Mammals/ Insects
924919804,ALC78364.1,80939,Kairi_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Kairi orthobunyavirus;Kairi virus,Peribunyaviridae,y,Mammals/ Insects
549720879,AGX32058.1,1406344,Kibale_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Herbevirus;Kibale herbevirus;Kibale virus,Peribunyaviridae,y,Mammals/ Insects
868477114,AKO90161.1,35314,Koongol_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Koongol orthobunyavirus;Koongol virus,Peribunyaviridae,y,Mammals/ Insects
827343418,5AMR_A,11577,La_Crosse_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;California encephalitis orthobunyavirus;La Crosse virus,Peribunyaviridae,y,Mammals/ Insects
326654159,AEA02985.1,999729,Leanyer_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Leanyer virus,Peribunyaviridae,y,Mammals/ Insects
374349362,AEZ35261.1,273352,Macaua_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Wyeomyia orthobunyavirus;Macaua virus,Peribunyaviridae,y,Mammals/ Insects
1096116563,APA28993.1,35515,Melao_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;California encephalitis orthobunyavirus;Melao virus,Peribunyaviridae,y,Mammals/ Insects
1114633471,APM83098.1,1927814,Mirim_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Bertioga orthobunyavirus;Mirim virus,Peribunyaviridae,y,Mammals/ Insects
683415257,AIN37024.1,1543245,Mojui_dos_Campos_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Mojui dos Campos virus,Peribunyaviridae,y,Mammals/ Insects
671775236,AII99851.1,273357,Ngari_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Bunyamwera orthobunyavirus;Ngari virus,Peribunyaviridae,y,Mammals/ Insects
683415251,AIN37021.1,35316,Nyando_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Nyando orthobunyavirus;Nyando virus,Peribunyaviridae,y,Mammals/ Insects
683415253,AIN37022.1,35316,Nyando_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Nyando orthobunyavirus;Nyando virus,Peribunyaviridae,y,Mammals/ Insects
545933257,AGW82130.1,192199,Oriboca_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Oriboca orthobunyavirus;Oriboca virus,Peribunyaviridae,y,Mammals/ Insects
766968517,AJT39489.1,118655,Oropouche_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Oropouche orthobunyavirus;Oropouche virus,Peribunyaviridae,y,Mammals/ Insects
545933297,AGW82153.1,1402035,Orthobunyavirus_FSL2923,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Orthobunyavirus FSL2923,Peribunyaviridae,y,Mammals/ Insects
529161409,AGS56984.1,181003,Oya_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Simbu orthobunyavirus;Oya virus,Peribunyaviridae,y,Mammals/ Insects
332105554,AEE01391.1,1027632,Oyo_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Oyo virus,Peribunyaviridae,y,Mammals/ Insects
684192194,AIN55741.1,1538454,Pacui_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Pacui virus,Peribunyaviridae,y,Mammals/ Insects
683415243,AIN37017.1,537994,Pongola_virus_SAAr1,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Bwamba virus;Pongola virus - SAAr1,Peribunyaviridae,y,Mammals/ Insects
684192200,AIN55744.1,1538455,Rio_Preto_da_Eva_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Rio Preto da Eva virus,Peribunyaviridae,y,Mammals/ Insects
401771990,CCG93479.1,159138,Sabo_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Akabane orthobunyavirus;Sabo virus,Peribunyaviridae,y,Mammals/ Insects
798548675,AKA63351.1,1133363,Schmallenberg_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Sathuperi orthobunyavirus;Schmallenberg virus,Peribunyaviridae,y,Mammals/ Insects
1070566374,YP_009300681.1,1608075,Shuangao_Insect_Virus_1,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Herbevirus;Shuangao insect herbevirus 1;Shuangao Insect Virus 1,Peribunyaviridae,y,Mammals/ Insects
570339383,AHE76170.1,159148,Shuni_orthobunyavirus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Shuni orthobunyavirus,Peribunyaviridae,y,Mammals/ Insects
401829626,YP_006590082.1,35306,Simbu_orthobunyavirus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Simbu orthobunyavirus,Peribunyaviridae,y,Mammals/ Insects
374349368,AEZ35264.1,273354,Sororoca_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Wyeomyia orthobunyavirus;Sororoca virus,Peribunyaviridae,y,Mammals/ Insects
549720876,AGX32057.1,1406343,Tai_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Herbevirus;Tai herbevirus;Tai virus,Peribunyaviridae,y,Mammals/ Insects
684192206,AIN55747.1,1538456,Tapirape_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Tapirape virus,Peribunyaviridae,y,Mammals/ Insects
259130363,ACV95628.1,273347,Tensaw_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Bunyamwera orthobunyavirus;Tensaw virus,Peribunyaviridae,y,Mammals/ Insects
767766612,AJT55735.1,35319,Tete_orthobunyavirus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Tete orthobunyavirus,Peribunyaviridae,y,Mammals/ Insects
937655713,ALI93835.1,35516,Trivittatus_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;California encephalitis orthobunyavirus;Trivittatus virus,Peribunyaviridae,y,Mammals/ Insects
1151053660,AQV08287.1,1138489,Tucunduba_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Wyeomyia orthobunyavirus;Tucunduba virus,Peribunyaviridae,y,Mammals/ Insects
868477132,AKO90167.1,552554,Umbre_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Turlock orthobunyavirus;Umbre virus,Peribunyaviridae,y,Mammals/ Insects
620689650,AHY22336.1,159144,Utinga_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;Oropouche orthobunyavirus;Utinga virus,Peribunyaviridae,y,Mammals/ Insects
752455754,AJG39233.1,1608113,Wuhan_Louse_Fly_Virus_1,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Peribunyaviridae;Orthobunyavirus;unclassified Orthobunyavirus;Wuhan Louse Fly Virus 1,Peribunyaviridae,y,Mammals/ Insects
850484050,AKN56908.1,1664810,Ferak_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Feraviridae;Orthoferavirus;Ferak orthoferavirus;Ferak virus,Phasmaviridae,y,Insects
327178178,AEA30054.1,629726,Alenquer_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Candiru phlebovirus;Alenquer virus,Phenuiviridae,y,Mammals/ Insects
1150147194,YP_009346030.1,1926500,Ambe_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Ambe virus,Phenuiviridae,y,Mammals/ Insects
662020459,AIE42674.1,1517960,American_dog_tick_phlebovirus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;American dog tick phlebovirus,Phenuiviridae,y,Mammals/ arachnids
1150147169,YP_009346019.1,904722,Anhanga_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Anhanga virus,Phenuiviridae,y,Mammals/ Insects
430802558,AGA82737.1,398316,Arbia_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Sandfly fever Naples phlebovirus;Arbia virus,Phenuiviridae,y,Mammals/ Insects
589892882,YP_009010958.1,904698,Arumowot_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Arumowot virus,Phenuiviridae,y,Mammals/ Insects
442578011,AGC60107.1,1213620,Bhanja_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Bhanja serogroup;Bhanja virus,Phenuiviridae,y,Mammals/ Insects
669132768,AII01801.1,1526521,Blacklegged_tick_phlebovirus_1,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Blacklegged tick phlebovirus 1,Phenuiviridae,y,Arachnids
1026473181,ANC97695.1,1844920,Blacklegged_tick_phlebovirus_3,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Blacklegged tick phlebovirus 3,Phenuiviridae,y,Arachnids
752455756,AJG39234.1,1608040,Bole_Tick_Virus_1,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Bole Tick Virus 1,Phenuiviridae,y,Arachnids
817491945,AKF42410.1,206377,Buenaventura_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Punta Toro phlebovirus;Buenaventura virus,Phenuiviridae,y,Mammals/ Insects
1111814379,API68880.1,904679,Bujaru_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Bujaru phlebovirus;Bujaru virus,Phenuiviridae,y,Mammals/ Insects
817491973,AKF42424.1,1649831,Capira_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Punta Toro phlebovirus;Capira virus,Phenuiviridae,y,Mammals/ Insects
342360039,AEL29642.1,629727,Chagres_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Chagres virus,Phenuiviridae,y,Mammals/ Insects
752455758,AJG39235.1,1608043,Changping_Tick_Virus_1,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Changping Tick Virus 1,Phenuiviridae,y,Mammals/ Insects
752455760,AJG39236.1,1608046,Dabieshan_Tick_Virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Dabieshan Tick Virus,Phenuiviridae,y,Mammals/ Insects
328933907,AEB70976.1,1006585,Durania_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Aguacate virus;Durania virus,Phenuiviridae,y,Mammals/ Insects
589143992,AHK60944.1,629736,Gabek_Forest_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Gabek Forest virus,Phenuiviridae,y,Mammals/ Insects
589143990,AHK60943.1,1460451,Gordil_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Sandfly fever Naples phlebovirus;Gordil virus,Phenuiviridae,y,Mammals/ Insects
339283814,AEJ38175.1,603003,Gouleako_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Goukovirus;Gouleako goukovirus;Gouleako virus,Phenuiviridae,y,Mammals/ Insects
383385863,AFH08732.1,487098,Grand_Arbaud_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Uukuniemi phlebovirus;Grand Arbaud virus,Phenuiviridae,y,Mammals/ Insects
667699602,YP_009047242.1,1216928,Heartland_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Heartland virus,Phenuiviridae,y,Mammals/ Insects
1070067263,YP_009293590.1,1608048,Huangpi_Tick_Virus_2,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Huangpi Tick Virus 2,Phenuiviridae,y,Arachnids
328933917,AEB70982.1,1006586,Ixcanal_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Aguacate virus;Ixcanal virus,Phenuiviridae,y,Mammals/ Insects
1111814386,API68884.1,426787,Joa_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Frijoles phlebovirus;Joa virus,Phenuiviridae,y,Mammals/ Insects
589143998,AHK60947.1,415382,Karimabad_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Sandfly fever Naples phlebovirus;Karimabad virus,Phenuiviridae,y,Mammals/ Insects
700589640,AIU95033.1,1564097,Kismayo_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Bhanja serogroup;Kismayo virus,Phenuiviridae,y,Mammals/ Insects
752455772,AJG39242.1,1608056,Lihan_Tick_Virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Lihan Tick Virus,Phenuiviridae,y,Mammals/ Insects
573006083,AHF71068.1,1445418,Malsoor_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Malsoor virus,Phenuiviridae,y,Mammals/ Insects
395805312,AFN73042.1,1204160,Manawa_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Manawa virus,Phenuiviridae,y,Mammals/ Insects
954037759,ALP32227.1,391640,Massilia_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Sandfly fever Naples phlebovirus;Massilia virus,Phenuiviridae,y,Mammals/ Insects
327178190,AEA30060.1,1000648,Mucura_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Candiru phlebovirus;Mucura virus,Phenuiviridae,y,Mammals/ Insects
1150147152,YP_009346010.1,1048854,Munguba_virus,Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Phlebovirus;Bujaru phlebovirus;Munguba virus,Phenuiviridae,y,Mammals/ Insects
